continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,aged_65_older
Europe,Russia,2020-04-09,8672.0,1175.0,63.0,5.0,1092811.0,88092.0,14.178
Europe,Russia,2020-04-10,10131.0,1459.0,76.0,13.0,1184442.0,91631.0,14.178
Europe,Russia,2020-04-11,11917.0,1786.0,94.0,18.0,1278747.0,94305.0,14.178
Europe,Russia,2020-04-12,13584.0,1667.0,106.0,12.0,1359993.0,81246.0,14.178
Europe,Russia,2020-04-13,15770.0,2186.0,130.0,24.0,1426014.0,66021.0,14.178
Europe,Russia,2020-04-14,18328.0,2558.0,148.0,18.0,1517992.0,91978.0,14.178
Europe,Russia,2020-04-15,21102.0,2774.0,170.0,22.0,1613413.0,95421.0,14.178
Europe,Russia,2020-04-16,24490.0,3388.0,198.0,28.0,1718019.0,104606.0,14.178
Europe,Russia,2020-04-17,27938.0,3448.0,232.0,34.0,1831892.0,113873.0,14.178
Europe,Russia,2020-04-18,32008.0,4070.0,273.0,41.0,1949813.0,117921.0,14.178
Europe,Russia,2020-04-19,36793.0,4785.0,313.0,40.0,2053319.0,103506.0,14.178
Europe,Russia,2020-04-20,42853.0,6060.0,361.0,48.0,2142604.0,89285.0,14.178
Europe,Russia,2020-04-21,47121.0,4268.0,405.0,44.0,2252539.0,109935.0,14.178
Europe,Russia,2020-04-22,52763.0,5642.0,456.0,51.0,2401616.0,149077.0,14.178
Europe,Russia,2020-04-23,57999.0,5236.0,513.0,57.0,2552000.0,150384.0,14.178
Europe,Russia,2020-04-24,62773.0,4774.0,555.0,42.0,2721500.0,169500.0,14.178
Europe,Russia,2020-04-25,68622.0,5849.0,615.0,60.0,2877699.0,156199.0,14.178
Europe,Russia,2020-04-26,74588.0,5966.0,681.0,66.0,3019434.0,141735.0,14.178
Europe,Russia,2020-04-27,80949.0,6361.0,747.0,66.0,3139258.0,119824.0,14.178
Europe,Russia,2020-04-28,87147.0,6198.0,795.0,48.0,3303717.0,164459.0,14.178
Europe,Russia,2020-04-29,93558.0,6411.0,867.0,72.0,3498308.0,194591.0,14.178
Europe,Russia,2020-04-30,99399.0,5841.0,972.0,105.0,3723807.0,225499.0,14.178
Europe,Russia,2020-05-01,106498.0,7099.0,1073.0,101.0,3945518.0,221711.0,14.178
Europe,Russia,2020-05-02,114431.0,7933.0,1169.0,96.0,4099999.0,154481.0,14.178
Europe,Russia,2020-05-03,124054.0,9623.0,1222.0,53.0,4303243.0,203244.0,14.178
Europe,Russia,2020-05-04,134687.0,10633.0,1280.0,58.0,4460357.0,157114.0,14.178
Europe,Russia,2020-05-05,145268.0,10581.0,1356.0,76.0,4633731.0,173374.0,14.178
Europe,Russia,2020-05-06,155370.0,10102.0,1451.0,95.0,4803192.0,169461.0,14.178
Europe,Russia,2020-05-07,165929.0,10559.0,1537.0,86.0,4987468.0,184276.0,14.178
Europe,Russia,2020-05-08,177160.0,11231.0,1625.0,88.0,5221964.0,234496.0,14.178
Europe,Russia,2020-05-09,187859.0,10699.0,1723.0,98.0,5448463.0,226499.0,14.178
Europe,Russia,2020-05-10,198676.0,10817.0,1827.0,104.0,5636763.0,188300.0,14.178
Europe,Russia,2020-05-11,209688.0,11012.0,1915.0,88.0,5805404.0,168641.0,14.178
Europe,Russia,2020-05-12,221344.0,11656.0,2009.0,94.0,5982558.0,177154.0,14.178
Europe,Russia,2020-05-13,232243.0,10899.0,2116.0,107.0,6188102.0,205544.0,14.178
Europe,Russia,2020-05-14,242271.0,10028.0,2212.0,96.0,6413948.0,225846.0,14.178
Europe,Russia,2020-05-15,252245.0,9974.0,2305.0,93.0,6656340.0,242392.0,14.178
Europe,Russia,2020-05-16,262843.0,10598.0,2418.0,113.0,6916088.0,259748.0,14.178
Europe,Russia,2020-05-17,272043.0,9200.0,2537.0,119.0,7147014.0,230926.0,14.178
Europe,Russia,2020-05-18,281752.0,9709.0,2631.0,94.0,7352316.0,205302.0,14.178
Europe,Russia,2020-05-19,290678.0,8926.0,2722.0,91.0,7578029.0,225713.0,14.178
Europe,Russia,2020-05-20,299941.0,9263.0,2837.0,115.0,7840880.0,262851.0,14.178
Europe,Russia,2020-05-21,308705.0,8764.0,2972.0,135.0,8126626.0,285746.0,14.178
Europe,Russia,2020-05-22,317554.0,8849.0,3099.0,127.0,8402747.0,276121.0,14.178
Europe,Russia,2020-05-23,326448.0,8894.0,3249.0,150.0,8685305.0,282558.0,14.178
Europe,Russia,2020-05-24,335882.0,9434.0,3388.0,139.0,8945384.0,260079.0,14.178
Europe,Russia,2020-05-25,344481.0,8599.0,3541.0,153.0,9160590.0,215206.0,14.178
Europe,Russia,2020-05-26,353427.0,8946.0,3633.0,92.0,9415992.0,255402.0,14.178
Europe,Russia,2020-05-27,362342.0,8915.0,3807.0,174.0,9701280.0,285288.0,14.178
Europe,Russia,2020-05-28,370680.0,8338.0,3968.0,161.0,10000061.0,298781.0,14.178
Europe,Russia,2020-05-29,379051.0,8371.0,4142.0,174.0,10316200.0,316139.0,14.178
Europe,Russia,2020-05-30,387623.0,8572.0,4374.0,232.0,10643124.0,326924.0,14.178
Europe,Russia,2020-05-31,396575.0,8952.0,4555.0,181.0,10923108.0,279984.0,14.178
Europe,Russia,2020-06-01,405843.0,9268.0,4693.0,138.0,11151622.0,228514.0,14.178
Europe,Russia,2020-06-02,414878.0,9035.0,4855.0,162.0,11426045.0,274423.0,14.178
Europe,Russia,2020-06-03,423741.0,8863.0,5037.0,182.0,11733051.0,307006.0,14.178
Europe,Russia,2020-06-04,432277.0,8536.0,5215.0,178.0,12053663.0,320612.0,14.178
Europe,Russia,2020-06-05,441108.0,8831.0,5384.0,169.0,12388968.0,335305.0,14.178
Europe,Russia,2020-06-06,449834.0,8726.0,5528.0,144.0,12721549.0,332581.0,14.178
Europe,Russia,2020-06-07,458689.0,8855.0,5725.0,197.0,13016023.0,294474.0,14.178
Europe,Russia,2020-06-08,467673.0,8984.0,5859.0,134.0,13254678.0,238655.0,14.178
Europe,Russia,2020-06-09,476658.0,8985.0,5971.0,112.0,13545303.0,290625.0,14.178
Europe,Russia,2020-06-10,485253.0,8595.0,6141.0,170.0,13875097.0,329794.0,14.178
Europe,Russia,2020-06-11,493657.0,8404.0,6358.0,217.0,14218674.0,343577.0,14.178
Europe,Russia,2020-06-12,502436.0,8779.0,6532.0,174.0,14574117.0,355443.0,14.178
Europe,Russia,2020-06-13,511423.0,8987.0,6715.0,183.0,14880172.0,306055.0,14.178
Europe,Russia,2020-06-14,520129.0,8706.0,6829.0,114.0,15161152.0,280980.0,14.178
Europe,Russia,2020-06-15,528964.0,8835.0,6948.0,119.0,15395417.0,234265.0,14.178
Europe,Russia,2020-06-16,537210.0,8246.0,7091.0,143.0,15679724.0,284307.0,14.178
Europe,Russia,2020-06-17,545458.0,8248.0,7284.0,193.0,15991697.0,311973.0,14.178
Europe,Russia,2020-06-18,553301.0,7843.0,7478.0,194.0,16321964.0,330267.0,14.178
Europe,Russia,2020-06-19,561091.0,7790.0,7790.0,312.0,16661287.0,339323.0,14.178
Europe,Russia,2020-06-20,569063.0,7972.0,7972.0,182.0,16998453.0,337166.0,14.178
Europe,Russia,2020-06-21,576952.0,7889.0,8002.0,30.0,17289691.0,291238.0,14.178
Europe,Russia,2020-06-22,584680.0,7728.0,8111.0,109.0,17522752.0,233061.0,14.178
Europe,Russia,2020-06-23,592280.0,7600.0,8206.0,95.0,17803955.0,281203.0,14.178
Europe,Russia,2020-06-24,599705.0,7425.0,8359.0,153.0,18115830.0,311875.0,14.178
Europe,Russia,2020-06-25,606881.0,7176.0,8513.0,154.0,18402719.0,286889.0,14.178
Europe,Russia,2020-06-26,613994.0,7113.0,8605.0,92.0,18707946.0,305227.0,14.178
Europe,Russia,2020-06-27,620794.0,6800.0,8781.0,176.0,19044954.0,337008.0,14.178
Europe,Russia,2020-06-28,627646.0,6852.0,8969.0,188.0,19334442.0,289488.0,14.178
Europe,Russia,2020-06-29,634437.0,6791.0,9073.0,104.0,19562440.0,227998.0,14.178
Europe,Russia,2020-06-30,641156.0,6719.0,9166.0,93.0,19852167.0,289727.0,14.178
Europe,Russia,2020-07-01,647849.0,6693.0,9320.0,154.0,20168904.0,316737.0,14.178
Europe,Russia,2020-07-02,654405.0,6556.0,9536.0,216.0,20451110.0,282206.0,14.178
Europe,Russia,2020-07-03,661165.0,6760.0,9683.0,147.0,20752406.0,301296.0,14.178
Europe,Russia,2020-07-04,667883.0,6718.0,9859.0,176.0,,,14.178
Europe,Russia,2020-07-05,674515.0,6632.0,10027.0,168.0,21335394.0,,14.178
Europe,Russia,2020-07-06,681251.0,6736.0,10161.0,134.0,21537771.0,202377.0,14.178
Europe,Russia,2020-07-07,687862.0,6611.0,10296.0,135.0,21790705.0,252934.0,14.178
Europe,Russia,2020-07-08,694230.0,6368.0,10494.0,198.0,22079294.0,288589.0,14.178
Europe,Russia,2020-07-09,700792.0,6562.0,10667.0,173.0,22388195.0,308901.0,14.178
Europe,Russia,2020-07-10,707301.0,6509.0,10843.0,176.0,22708416.0,320221.0,14.178
Europe,Russia,2020-07-11,713936.0,6635.0,11017.0,174.0,23031056.0,322640.0,14.178
Europe,Russia,2020-07-12,720547.0,6611.0,11205.0,188.0,23292630.0,261574.0,14.178
Europe,Russia,2020-07-13,727162.0,6615.0,11335.0,130.0,23495752.0,203122.0,14.178
Europe,Russia,2020-07-14,733699.0,6537.0,11439.0,104.0,23754645.0,258893.0,14.178
Europe,Russia,2020-07-15,739947.0,6248.0,11614.0,175.0,24053516.0,298871.0,14.178
Europe,Russia,2020-07-16,746369.0,6422.0,11770.0,156.0,24364568.0,311052.0,14.178
Europe,Russia,2020-07-17,752797.0,6428.0,11937.0,167.0,24676930.0,312362.0,14.178
Europe,Russia,2020-07-18,765437.0,12640.0,12247.0,310.0,24991740.0,314810.0,14.178
Europe,Russia,2020-07-19,771546.0,6109.0,12342.0,95.0,25251614.0,259874.0,14.178
Europe,Russia,2020-07-20,771546.0,0.0,12342.0,0.0,25449167.0,197553.0,14.178
Europe,Russia,2020-07-21,777486.0,5940.0,12427.0,85.0,25704372.0,255205.0,14.178
Europe,Russia,2020-07-22,783328.0,5842.0,12580.0,153.0,26000908.0,296536.0,14.178
Europe,Russia,2020-07-23,789190.0,5862.0,12745.0,165.0,26300652.0,299744.0,14.178
Europe,Russia,2020-07-24,795038.0,5848.0,12892.0,147.0,26610623.0,309971.0,14.178
Europe,Russia,2020-07-25,800849.0,5811.0,13046.0,154.0,26902291.0,291668.0,14.178
Europe,Russia,2020-07-26,806720.0,5871.0,13192.0,146.0,27141966.0,239675.0,14.178
Europe,Russia,2020-07-27,812485.0,5765.0,13269.0,77.0,27327570.0,185604.0,14.178
Europe,Russia,2020-07-28,818120.0,5635.0,13354.0,85.0,27569646.0,242076.0,14.178
Europe,Russia,2020-07-29,823515.0,5395.0,13504.0,150.0,27857850.0,288204.0,14.178
Europe,Russia,2020-07-30,828990.0,5475.0,13673.0,169.0,28161461.0,303611.0,14.178
Europe,Russia,2020-07-31,834499.0,5509.0,13802.0,129.0,28478012.0,316551.0,14.178
Europe,Russia,2020-08-01,839981.0,5482.0,13963.0,161.0,28793260.0,315248.0,14.178
Europe,Russia,2020-08-02,845443.0,5462.0,14058.0,95.0,29029900.0,236640.0,14.178
Europe,Russia,2020-08-03,850870.0,5427.0,14128.0,70.0,29201862.0,171962.0,14.178
Europe,Russia,2020-08-04,856264.0,5394.0,14207.0,79.0,29433890.0,232028.0,14.178
Europe,Russia,2020-08-05,861423.0,5159.0,14351.0,144.0,29716907.0,283017.0,14.178
Europe,Russia,2020-08-06,867343.0,5920.0,14532.0,181.0,30038123.0,321216.0,14.178
Europe,Russia,2020-08-07,871894.0,4551.0,14606.0,74.0,30341344.0,303221.0,14.178
Europe,Russia,2020-08-08,877135.0,5241.0,14725.0,119.0,30640020.0,298676.0,14.178
Europe,Russia,2020-08-09,882347.0,5212.0,14854.0,129.0,30886160.0,246140.0,14.178
Europe,Russia,2020-08-10,887536.0,5189.0,14931.0,77.0,31063187.0,177027.0,14.178
Europe,Russia,2020-08-11,892654.0,5118.0,15061.0,130.0,31307764.0,244577.0,14.178
Europe,Russia,2020-08-12,897599.0,4945.0,15131.0,70.0,31598302.0,290538.0,14.178
Europe,Russia,2020-08-13,902701.0,5102.0,15260.0,129.0,31903055.0,304753.0,14.178
Europe,Russia,2020-08-14,907758.0,5057.0,15384.0,124.0,32221546.0,318491.0,14.178
Europe,Russia,2020-08-15,912823.0,5065.0,15498.0,114.0,32533818.0,312272.0,14.178
Europe,Russia,2020-08-16,917884.0,5061.0,15617.0,119.0,32784478.0,250660.0,14.178
Europe,Russia,2020-08-17,922853.0,4969.0,15685.0,68.0,32968759.0,184281.0,14.178
Europe,Russia,2020-08-18,927745.0,4892.0,15740.0,55.0,33217468.0,248709.0,14.178
Europe,Russia,2020-08-19,932493.0,4748.0,15872.0,132.0,33509273.0,291805.0,14.178
Europe,Russia,2020-08-20,937321.0,4828.0,15989.0,117.0,33814105.0,304832.0,14.178
Europe,Russia,2020-08-21,942106.0,4785.0,16099.0,110.0,,,14.178
Europe,Russia,2020-08-22,946976.0,4870.0,16189.0,90.0,34447560.0,,14.178
Europe,Russia,2020-08-23,951897.0,4921.0,16310.0,121.0,34695406.0,247846.0,14.178
Europe,Russia,2020-08-24,956749.0,4852.0,16383.0,73.0,34883220.0,187814.0,14.178
Europe,Russia,2020-08-25,961493.0,4744.0,16448.0,65.0,35128661.0,245441.0,14.178
Europe,Russia,2020-08-26,966189.0,4696.0,16568.0,120.0,35423783.0,295122.0,14.178
Europe,Russia,2020-08-27,970865.0,4676.0,16683.0,115.0,35751747.0,327964.0,14.178
Europe,Russia,2020-08-28,975576.0,4711.0,16804.0,121.0,36086182.0,334435.0,14.178
Europe,Russia,2020-08-29,980405.0,4829.0,16914.0,110.0,36426850.0,340668.0,14.178
Europe,Russia,2020-08-30,985346.0,4941.0,17025.0,111.0,36696382.0,269532.0,14.178
Europe,Russia,2020-08-31,990326.0,4980.0,17093.0,68.0,36901215.0,204833.0,14.178
Europe,Russia,2020-09-01,995319.0,4993.0,17176.0,83.0,37176827.0,275612.0,14.178
Europe,Russia,2020-09-02,1000048.0,4729.0,17299.0,123.0,37484146.0,307319.0,14.178
Europe,Russia,2020-09-03,1005000.0,4952.0,17414.0,115.0,37818366.0,334220.0,14.178
Europe,Russia,2020-09-04,1009995.0,4995.0,17528.0,114.0,38154556.0,336190.0,14.178
Europe,Russia,2020-09-05,1015105.0,5110.0,17649.0,121.0,38488127.0,333571.0,14.178
Europe,Russia,2020-09-06,1020310.0,5205.0,17759.0,110.0,38758184.0,270057.0,14.178
Europe,Russia,2020-09-07,1025505.0,5195.0,17820.0,61.0,38960761.0,202577.0,14.178
Europe,Russia,2020-09-08,1030690.0,5185.0,17871.0,51.0,39289176.0,328415.0,14.178
Europe,Russia,2020-09-09,1035789.0,5099.0,17993.0,122.0,39575311.0,286135.0,14.178
Europe,Russia,2020-09-10,1035789.0,0.0,17993.0,0.0,39912526.0,337215.0,14.178
Europe,Russia,2020-09-11,1046370.0,10581.0,18263.0,270.0,40268897.0,356371.0,14.178
Europe,Russia,2020-09-12,1051874.0,5504.0,18365.0,102.0,40624075.0,355178.0,14.178
Europe,Russia,2020-09-13,1057362.0,5488.0,18484.0,119.0,40903551.0,279476.0,14.178
Europe,Russia,2020-09-14,1062811.0,5449.0,18578.0,94.0,41122307.0,218756.0,14.178
Europe,Russia,2020-09-15,1068320.0,5509.0,18635.0,57.0,41424006.0,301699.0,14.178
Europe,Russia,2020-09-16,1073849.0,5529.0,18785.0,150.0,41748928.0,324922.0,14.178
Europe,Russia,2020-09-17,1079519.0,5670.0,18917.0,132.0,42095246.0,346318.0,14.178
Europe,Russia,2020-09-18,1085281.0,5762.0,19061.0,144.0,,,14.178
Europe,Russia,2020-09-19,1091186.0,5905.0,19195.0,134.0,,,14.178
Europe,San Marino,2019-12-31,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-01,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-02,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-03,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-04,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-05,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-06,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-07,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-08,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-09,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-10,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-11,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-12,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-13,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-14,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-15,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-16,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-17,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-18,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-19,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-20,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-21,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-22,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-23,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-24,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-25,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-26,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-27,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-28,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-29,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-30,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-01-31,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-01,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-02,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-03,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-04,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-05,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-06,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-07,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-08,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-09,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-10,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-11,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-12,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-13,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-14,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-15,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-16,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-17,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-18,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-19,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-20,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-21,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-22,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-23,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-24,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-25,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-26,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-27,0.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-02-28,1.0,1.0,0.0,0.0,,,
Europe,San Marino,2020-02-29,1.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-03-01,1.0,0.0,0.0,0.0,,,
Europe,San Marino,2020-03-02,8.0,7.0,1.0,1.0,,,
Europe,San Marino,2020-03-03,,,,,,,
Europe,San Marino,2020-03-04,10.0,2.0,1.0,0.0,,,
Europe,San Marino,2020-03-05,15.0,5.0,1.0,0.0,,,
Europe,San Marino,2020-03-06,22.0,7.0,1.0,0.0,,,
Europe,San Marino,2020-03-07,23.0,1.0,1.0,0.0,,,
Europe,San Marino,2020-03-08,26.0,3.0,1.0,0.0,,,
Europe,San Marino,2020-03-09,37.0,11.0,1.0,0.0,,,
Europe,San Marino,2020-03-10,49.0,12.0,2.0,1.0,,,
Europe,San Marino,2020-03-11,62.0,13.0,2.0,0.0,,,
Europe,San Marino,2020-03-12,66.0,4.0,3.0,1.0,,,
Europe,San Marino,2020-03-13,67.0,1.0,5.0,2.0,,,
Europe,San Marino,2020-03-14,73.0,6.0,5.0,0.0,,,
Europe,San Marino,2020-03-15,92.0,19.0,5.0,0.0,,,
Europe,San Marino,2020-03-16,98.0,6.0,7.0,2.0,,,
Europe,San Marino,2020-03-17,102.0,4.0,9.0,2.0,,,
Europe,San Marino,2020-03-18,104.0,2.0,11.0,2.0,,,
Europe,San Marino,2020-03-19,109.0,5.0,14.0,3.0,,,
Europe,San Marino,2020-03-20,126.0,17.0,14.0,0.0,,,
Europe,San Marino,2020-03-21,151.0,25.0,14.0,0.0,,,
Europe,San Marino,2020-03-22,151.0,0.0,20.0,6.0,,,
Europe,San Marino,2020-03-23,151.0,0.0,20.0,0.0,,,
Europe,San Marino,2020-03-24,187.0,36.0,20.0,0.0,,,
Europe,San Marino,2020-03-25,187.0,0.0,21.0,1.0,,,
Europe,San Marino,2020-03-26,208.0,21.0,21.0,0.0,,,
Europe,San Marino,2020-03-27,218.0,10.0,21.0,0.0,,,
Europe,San Marino,2020-03-28,223.0,5.0,21.0,0.0,,,
Europe,San Marino,2020-03-29,224.0,1.0,22.0,1.0,,,
Europe,San Marino,2020-03-30,229.0,5.0,24.0,2.0,,,
Europe,San Marino,2020-03-31,229.0,0.0,25.0,1.0,,,
Europe,San Marino,2020-04-01,230.0,1.0,26.0,1.0,,,
Europe,San Marino,2020-04-02,236.0,6.0,26.0,0.0,,,
Europe,San Marino,2020-04-03,245.0,9.0,30.0,4.0,,,
Europe,San Marino,2020-04-04,251.0,6.0,32.0,2.0,,,
Europe,San Marino,2020-04-05,259.0,8.0,32.0,0.0,,,
Europe,San Marino,2020-04-06,266.0,7.0,32.0,0.0,,,
Europe,San Marino,2020-04-07,277.0,11.0,32.0,0.0,,,
Europe,San Marino,2020-04-08,279.0,2.0,34.0,2.0,,,
Europe,San Marino,2020-04-09,308.0,29.0,34.0,0.0,,,
Europe,San Marino,2020-04-10,333.0,25.0,34.0,0.0,,,
Europe,San Marino,2020-04-11,344.0,11.0,34.0,0.0,,,
Europe,San Marino,2020-04-12,356.0,12.0,35.0,1.0,,,
Europe,San Marino,2020-04-13,356.0,0.0,35.0,0.0,,,
Europe,San Marino,2020-04-14,356.0,0.0,36.0,1.0,,,
Europe,San Marino,2020-04-15,372.0,16.0,36.0,0.0,,,
Europe,San Marino,2020-04-16,392.0,20.0,36.0,0.0,,,
Europe,San Marino,2020-04-17,426.0,34.0,38.0,2.0,,,
Europe,San Marino,2020-04-18,435.0,9.0,39.0,1.0,,,
Europe,San Marino,2020-04-19,455.0,20.0,39.0,0.0,,,
Europe,San Marino,2020-04-20,461.0,6.0,39.0,0.0,,,
Europe,San Marino,2020-04-21,462.0,1.0,39.0,0.0,,,
Europe,San Marino,2020-04-22,476.0,14.0,40.0,1.0,,,
Europe,San Marino,2020-04-23,488.0,12.0,40.0,0.0,,,
Europe,San Marino,2020-04-24,501.0,13.0,40.0,0.0,,,
Europe,San Marino,2020-04-25,513.0,12.0,40.0,0.0,,,
Europe,San Marino,2020-04-26,513.0,0.0,40.0,0.0,,,
Europe,San Marino,2020-04-27,538.0,25.0,41.0,1.0,,,
Europe,San Marino,2020-04-28,538.0,0.0,41.0,0.0,,,
Europe,San Marino,2020-04-29,553.0,15.0,41.0,0.0,,,
Europe,San Marino,2020-04-30,563.0,10.0,41.0,0.0,,,
Europe,San Marino,2020-05-01,569.0,6.0,41.0,0.0,,,
Europe,San Marino,2020-05-02,580.0,11.0,41.0,0.0,,,
Europe,San Marino,2020-05-03,580.0,0.0,41.0,0.0,,,
Europe,San Marino,2020-05-04,582.0,2.0,41.0,0.0,,,
Europe,San Marino,2020-05-05,582.0,0.0,41.0,0.0,,,
Europe,San Marino,2020-05-06,589.0,7.0,41.0,0.0,,,
Europe,San Marino,2020-05-07,608.0,19.0,41.0,0.0,,,
Europe,San Marino,2020-05-08,622.0,14.0,41.0,0.0,,,
Europe,San Marino,2020-05-09,623.0,1.0,41.0,0.0,,,
Europe,San Marino,2020-05-10,637.0,14.0,41.0,0.0,,,
Europe,San Marino,2020-05-11,628.0,-9.0,41.0,0.0,,,
Europe,San Marino,2020-05-12,628.0,0.0,41.0,0.0,,,
Europe,San Marino,2020-05-13,638.0,10.0,41.0,0.0,,,
Europe,San Marino,2020-05-14,643.0,5.0,41.0,0.0,,,
Europe,San Marino,2020-05-15,648.0,5.0,41.0,0.0,,,
Europe,San Marino,2020-05-16,652.0,4.0,41.0,0.0,,,
Europe,San Marino,2020-05-17,653.0,1.0,41.0,0.0,,,
Europe,San Marino,2020-05-18,654.0,1.0,41.0,0.0,,,
Europe,San Marino,2020-05-19,654.0,0.0,41.0,0.0,,,
Europe,San Marino,2020-05-20,655.0,1.0,41.0,0.0,,,
Europe,San Marino,2020-05-21,656.0,1.0,41.0,0.0,,,
Europe,San Marino,2020-05-22,658.0,2.0,41.0,0.0,,,
Europe,San Marino,2020-05-23,661.0,3.0,41.0,0.0,,,
Europe,San Marino,2020-05-24,665.0,4.0,42.0,1.0,,,
Europe,San Marino,2020-05-25,665.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-05-26,666.0,1.0,42.0,0.0,,,
Europe,San Marino,2020-05-27,666.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-05-28,667.0,1.0,42.0,0.0,,,
Europe,San Marino,2020-05-29,670.0,3.0,42.0,0.0,,,
Europe,San Marino,2020-05-30,671.0,1.0,42.0,0.0,,,
Europe,San Marino,2020-05-31,671.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-01,671.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-02,687.0,16.0,42.0,0.0,,,
Europe,San Marino,2020-06-03,687.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-04,687.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-05,687.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-06,687.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-07,687.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-08,687.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-09,687.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-10,688.0,1.0,42.0,0.0,,,
Europe,San Marino,2020-06-11,691.0,3.0,42.0,0.0,,,
Europe,San Marino,2020-06-12,691.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-13,694.0,3.0,42.0,0.0,,,
Europe,San Marino,2020-06-14,694.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-15,694.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-16,694.0,0.0,42.0,0.0,,,
Europe,San Marino,2020-06-17,694.0,0.0,42.0,0.0,,,
